id_video,titulo,dt_publicacao,id_canal,canal,dt_trending,cont_views,likes,dislikes,cont_comentarios,descricao,categoria
g75yk7GfdAo,Cardi B Joins Migos For A Turnt Up Performance of ‘Straightenin' & ‘Type Sh*t’ | BET Awards,2021-06-28 00:47:05+00:00,UCcVqCJ_9owb1zM43vqswMNQ,BETNetworks,2021-07-07 00:00:00+00:00,4422055,113585,5003,7972,"Cardi B surprises the crowd and joins Migos for a turnt up performance of “Straightenin’” and “Type Sh*t” at the 2021 BET Awards. #CulturesBiggestNight #BETAwardsSUBSCRIBE to #BET! ►► http://bit.ly/1U0v9xGStream Black Culture with BET+. Kick back and enjoy movies, TV series, exclusive originals and the best of Tyler Perry. Sign up for BET+ ►► http://bit.ly/betplus Connect with BET Web: http://www.BET.comFacebook: http://www.facebook.com/BETTwitter: http://www.twitter.com/BETInstagram: http://www.instagram.com/BETBET+: https://www.bet.plus https://www.instagram.com/betplus/https://twitter.com/betplushttps://www.facebook.com/yourbetplus/Google+: http://www.bet.us/gplusBET",Entertainment
pjBGpD7mcTo,😋🍫😁 QUANDO EU TÔ COMENDO CHOCOLATE 😁🤔🤣,2021-11-21 13:23:00+00:00,UC5DZBjR6W561Txc_vrRWTow,Familia Parafuso Solto,2021-11-27 00:00:00+00:00,5268990,400993,27945,1268,#shorts,Comedy
7ExX6w3h9FA,TEM ALGUÉM NA MINHA CASA,2022-02-06 00:22:45+00:00,UC8GsQQXt6QvnkFVH-XL6kKg,Robson Abreu,2022-02-11 00:00:00+00:00,1870883,191346,0,6700,,People & Blogs
Dt_3ps9ESUg,NARRADOR É DEMITIDO DA TV GLOBO E DESABAFA NAS REDES SOCIAIS! POLÊMICA NA EMISSORA!,2021-11-19 14:00:17+00:00,UCTeuEMYybdsJXTR7dOiGLYg,Pilhado,2021-11-25 00:00:00+00:00,345939,42943,783,3080,Narrador famoso da Rede Globo foi demitido e desabafou nas redes sociais! Veja quem é o narrador que trabalhava há muitos anos na TV Globo e entenda as polêmicas demissões do esporte da emissora! INSTABET - https://bit.ly/PILHADO100http://pilhado.com.br/⚡SEJA MEMBRO DO CANAL: https://www.youtube.com/channel/UCTeuEMYybdsJXTR7dOiGLYg/joinMe segue:Instagram THIAGO ASMAR: https://www.instagram.com/thiago_asmarInstagram PILHADO https://www.instagram.com/canalpilhadoTwitter: https://twitter.com/opilhadoFacebook: https://www.facebook.com/pilhado/CONTATO: pilhado@pilhado.com,Sports
tV7BRjFzKH8,The Matrix Awakens: An Unreal Engine 5 Experience | Teaser,2021-12-06 14:55:15+00:00,UCBobmJyzsJ6Ll7UbfhI4iwQ,Unreal Engine,2021-12-10 00:00:00+00:00,658700,6298,386,906,"Watch the teaser for 'The Matrix Awakens: An Unreal Engine 5 Experience' here! Get ready for a glimpse into the future of interactive storytelling and entertainment with UE5.Created by members of the original movie team including Lana Wachowski along with Epic Games and partners, 'The Matrix Awakens: An Unreal Engine 5 Experience' is a wild ride into the reality-bending universe of 'The Matrix' that features performances by Keanu Reeves and Carrie-Anne Moss.Pre-download 'The Matrix Awakens: An Unreal Engine 5 Experience' for free now:  https://www.unrealengine.com/wakeupStay tuned for The Game Awards on December 9, when all will be revealed! Find out more here:https://thegameawards.com/#UnrealEngine #UE5 #TheMatrix #KeanuReeves, #CarrieAnneMoss, #EpicGames, #Neo, #Trinity, #Metaverse #LanaWachowski #Teaser #Xbox #PlayStation #PS5",Gaming
xtcVwuauVV0,ATEEZ(에이티즈) - ‘불놀이야 (I'm The One)’ Official MV,2021-03-01 09:00:00+00:00,UCQdq-lqPEq_yZ_wP_kuVB9Q,KQ ENTERTAINMENT,2021-03-09 00:00:00+00:00,16576974,805735,18726,183276,Melon ▶ https://kko.to/aj3brJeDogenie ▶ https://bit.ly/3uKpfdsiTunes ▶ https://apple.co/3kwDY6ZSpotify ▶ https://spoti.fi/3r3D4kIRelease Date: 2021. 3. 1. 6PM (KST)▶ ATEEZ Official Homepage:http://ateez.kqent.com▶ ATEEZ Official V LIVE: http://channels.vlive.tv/C057DB▶ ATEEZ Official Facebook:https://facebook.com/ATEEZofficial▶ ATEEZ Official Twitter:https://twitter.com/ATEEZofficial▶ ATEEZ Official Instagram:https://instagram.com/ATEEZ_official_▶ ATEEZ Official Fancafe:http://cafe.daum.net/ATEEZ▶ KQ Official Homepage: http://kqent.com▶ KQ Official V LIVE: http://channels.vlive.tv/CB8675▶ KQ Official Facebook: https://facebook.com/kqent▶ KQ Official Twitter: https://twitter.com/kqent▶ KQ Official Instagram:https://instagram.com/kqent#ATEEZ #에이티즈 #FEVER_Part_2,Music
4-N7YA-NZa0,MEU SOBRINHO NASCEU,2022-01-09 21:00:02+00:00,UCCThgVSLCXWB_1telsNuvVA,Victor Melo,2022-01-15 00:00:00+00:00,567806,52673,0,1892,"Seja membro deste canal e ganhe benefícios:➤ Melhores Vídeos Victor Melo 4: https://youtu.be/5YGoJhvXyTw➤ Melhores Vídeos Victor Melo 5: https://youtu.be/mp8SB4f9G2o➤ Melhores Vídeos Victor Melo 6: https://youtu.be/YyhUwUWDbYEInscrevam-se, deixe seu Like nesse vídeo e compartilhem!Me acompanhe nas redes sociais:➤ https://bit.ly/VictorMeloNoInstagram➤ https://bit.ly/VictorMeloNoTikTok➤ https://bit.ly/VictorMeloNoTwitter➤ http://bit.ly/AsMelhoresDoVictor➤ http://victormelo.com.br/ASJ Consultoria:➤ http://bit.ly/InstagramASJ➤ http://bit.ly/TwitterASJ➤ http://bit.ly/ASJTV-INSCREVA-SE#victormelo #humor #escola",Comedy
ZJq1AVNu6HU,Bayern winning Supercup! | FC Bayern München - Borussia Dortmund | 3:2 | Highlights | Supercup 2020,2020-09-30 22:00:07+00:00,UC6UL29enLNe4mqwTfAyeNuw,Bundesliga,2020-10-06 00:00:00+00:00,2122940,34243,1174,1393,"#FCBBVB | Highlights from Supercup 2020!► Sub now: https://redirect.bundesliga.com/_bwCS Watch the highlights of FC Bayern München vs. Borussia Dortmund from the Supercup 2020!Goals: 1-0 Tolisso (18’), 2-0 Müller (32’ ), 2-1 Brandt (39’), 2-2 Haaland (55’), 3-2 Kimmich (82’)► Watch Bundesliga in your country: https://redirect.bundesliga.com/_bwCT► Join the conversation in the Bundesliga Community Tab:https://www.youtube.com/bundesliga/communityWe’ve seen another Matchday full of unmissable Bundesliga drama. Don’t miss any highlights from Germany’s football league! The Official Bundesliga YouTube channel gives you access to videos about the greatest goals, best moments and anything else you should know about. Make sure to subscribe now and visit us at https://bndsl.ga/comYT to find out more about the fixtures, analysis and news about your favourite team!",Sports
RAmMdGmzdUs,A Cor que Falar eu vou Pintar,2021-12-06 18:00:06+00:00,UCNWNigsfBZoNNyycCGd3k1g,Jeipy,2021-12-12 00:00:00+00:00,1763970,193414,2091,934,🙃Mais um Video🙃----------------------------------------------------------------Siga minhas Redes ou um Hamster Fofinho vai morrer ⬇️⬇️⬇️• Tik Tok- https://www.tiktok.com/@j3ipy_• Twitter - https://twitter.com/j3ipy•  Instagram - https://www.instagram.com/jpnardes/--------------------------------------------------------------------#Shorts #ShortsNoBrasil,Entertainment
3HWnXYA3Pb0,JBEATZ - OU PAT MERITE'M (I'm Still Doing Fine) Feat. YungRich [OFFICIAL VIDEO],2022-07-02 21:00:09+00:00,UCJLIG5RKlQYPIVK8Zc1iEPg,JBEATZ DABEATZ,2022-07-10 00:00:00+00:00,1122468,45335,0,8502,"Starring: FEDNAELLE FRANÇOIS, BETTY LEMITE, BETTYONCE, JOSUE CHARLES Storyline Produced by Jbeatz Direct and edited by KnVisuals, Fedna Wardrobe by Cassie, Make up by _ItsmariachicExtras: Baby1King, Fredly Jean Baptiste, Belandie Cherestal, Maria Elda wilson",Music
