id_video,titulo,dt_publicacao,id_canal,canal,dt_trending,cont_views,likes,dislikes,cont_comentarios,descricao,categoria
7Loi4y0WSWg,Lucas Lucco - Melhor Amigo #SejaBemVindoLuca,2021-03-24 19:04:38+00:00,UCBy6yIwHdhEEYG_nwHD-tiQ,Lucas Lucco,2021-04-03 00:00:00+00:00,434312,25369,138,952,"Vocês sabem que eu amo escrever esse tipo de música né? A gestação do meu primeiro filho me inspirou. Fiquei pensando no Luca escutando e vendo esse clipe daqui a 30 anos! E é exatamente isso que eu gostaria que ele se lembrasse eternamente. Meus filhos vão sempre ter em mim, além de pai, um melhor amigo. Pro que der e vier! Dedico essa música a minha esposa Lorena. Mãe guerreira, amorosa e exemplo de mulher. Também a todos os papais e mamães que tiveram a oportunidade divina de receber um presente desses em suas vidas. Com amor, Lucas.Melhor Amigo Composição: Lucas LuccoMesmo sem capaVou te defender Sem ter asasVou te proteger E por nadaEu perco o diaEm que você Der os seus primeiros passosAmarrar os primeiros cadarços E se o mundo te deixar cansadoLembraQue você foi o sonho de alguém Que um dia eu disse amémAo pedir por você na minha vidaSeja mais que bem vindoPode me chamar de paiQue eu te esperei pra serSeu melhor amigoPode me chamar de paiQue eu te esperei pra serSeu melhor amigo - - - - - - - - - - - - - - - - Produção Musical: Rodrigo Rocha Edição de áudio: Simão PedroMix e Master: Rafael Vargas - - - - - - - - - - - - - Produção de vídeo: Studio SiriguelaCenas Master shot: Fred Siqueira Cenas Hospital: Adriana Mesquita Edição de vídeo: Isac Metanoia - - - - - - - - - - - - - - Agradecimentos:Grupo AphetoVictor Belchior - Casa de Moda StudioBarGravaton",Music
OjHAOvR8kps,Doja Cat - I Don't Do Drugs (Visualizer) ft. Ariana Grande,2021-06-25 04:00:15+00:00,UCpTaAz_BxtkUB1qc8JTU_7g,dojacatVEVO,2021-07-05 00:00:00+00:00,5276925,271195,1702,11140,Doja Cat // Planet Her // The New Album Out NowListen Here // https://smarturl.it/xPlanetHer Hop onboard InterstellHER Air to meet Doja Cat at Planet Her! //https://smarturl.it/InterstellHerAir Watch official videos from Doja Cat:“You Right” with The Weeknd // https://smarturl.it/xYouRight “Need To Know” // https://smarturl.it/N2K/youtube “Kiss Me More” ft. SZA // https://smarturl.it/xKMMx/youtube Subscribe to Doja Cat's Official YouTube Channel: https://smarturl.it/DojaYTSubcribe  Follow Doja Cat:http://www.dojacat.com/ https://www.instagram.com/dojacat/   https://twitter.com/DojaCat  https://www.facebook.com/DojaCat Follow Ariana Grande:https://www.arianagrande.com https://instagram.com/arianagrande https://twitter.com/arianagrande https://facebook.com/arianagrande #dojacat #planether #arianagrande,Music
cV05qxoB7sw,Criança Raiz VS Criança Nutella,2021-08-03 16:43:04+00:00,UCz2A8OXLR2xwYE63zWbu7IA,Wiris Viana,2021-08-12 00:00:00+00:00,2080965,92922,2621,2503,CRIAÇÃO DE ROTEIRODaniel Moreirahttps://www.instagram.com/danieljedail/ADAPTAÇÃO DE ROTEIROWiris A. Vianahttps://bit.ly/InstagramWirisVianaPRODUÇÃO E EDIÇÃODaniel ZarrahKaduh RamosVanderson VianaKaick VianaELENCOJessica Silvahttps://www.instagram.com/jessica_silva9631/Rodrigo Marqueshttps://www.instagram.com/rodrigomarcksvideos/Shirley Silvahttps://www.instagram.com/sillvashirley/Willian SilvaEduardohttps://www.instagram.com/entaoeduardo/João Victorhttps://www.instagram.com/joao_victorviana01/Kaick Vianahttps://www.instagram.com/kaickvianaoficial/CONTATO E PUBLICIDADE: producaowirisviana@gmail.com → Nosso Clubinho: https://bit.ly/ClubinhoDoWirisRedes sociais→ Instagram: https://bit.ly/InstagramWirisViana→ Tik Tok: https://bit.ly/TikTokDoWiris→ Facebook: https://bit.ly/FacebookDoWiris,Comedy
zSUWwhSleZ0,QUAL COMBINA MAIS? #shorts,2022-01-21 21:31:51+00:00,UChIAHXA1aTNXOWHl_PDP9rw,Sam Bechara,2022-01-27 00:00:00+00:00,564214,46568,0,3372,,Entertainment
A4SYez9g3b8,Colombia 2-2 Argentina | Eliminatorias a Qatar 2022 - Fecha 8,2021-06-09 02:20:45+00:00,UC72ZaBKI-Bo5fjmWEYonhJw,TyC Sports,2021-06-17 00:00:00+00:00,2557820,28702,1482,6895,"El equipo de Lionel Scaloni empató 2-2 frente a Colombia, en Barranquilla. Cuti Romero y Leandro Paredes marcaron los goles para la Selección, mientras que Luis Muriel de penal descontó y Miguel Borja empató el encuentro en la última jugada.",Sports
8pc_UanmEjk,TRANSFORMAMOS NOSSA CASA EM UM DRIVE THRU DO MCDONALD’S | Gabriel e Shirley 2.0,2022-02-22 22:00:02+00:00,UC8f05kF72flEueRPXDU-srw,Gabriel e Shirley 2.0,2022-03-03 00:00:00+00:00,703772,26154,0,885,Gabi e Shi transformaram a casa em uma drive thru do McDonalds! Teve participação de famosos! Ficou muito engraçado!Se inscreva no canal Gabriel e Shirley 2.0 e faça parte da família GaShi!,Entertainment
tWWGANVakfU,Rock Beats LIVE | Especial Trilhas de Cinema | #FiqueemCasa e Cante #Comigo | Pop Rock Internacional,2020-12-12 03:30:31+00:00,UCsJIwOf_kVVxaQ4hfnlS7AA,Banda Rock Beats,2020-12-21 00:00:00+00:00,102060,6300,40,99,"Show ao vivo com a banda Rock Beats levando o melhor dos clássicos das trilhas de cinema até a sua casa! ATENÇÃO: Sua contribuição é muito importante para que possamos continuar levando lives como essa até a sua casa! Contribuir por PIX: CNPJ 11.135.966/0001-52 Banco do Brasil - Agência: 3477-0  Conta 34706-X Nome: Daniela Pierre Firme - MUSIMIX CNPJ 11.135.966/0001-52 Banco Inter - Agência: 0001 Conta: 51846322Nome: Daniela Pierre Firme - MUSIMIX CNPJ: 11.135.966/0001-52Contribua por boleto ou cartão no link: https://found.ee/Especial_TrilhasdeCinemaMais formas de contribuir para nosso Couvert Solidário no link: https://found.ee/RockBeatsContribuaParticipe do nosso Clube VIP no Whatsapp e fique sabendo sobre as próximas lives!  https://found.ee/ClubeVIPConheça o trabalho autoral da nossa vocalista Daniela Firme: https://found.ee/DanielaFirmeOQueMoveAgradecimento especial aos amigos Nélio Silva e Adailto Silva pelo envio do roteiro do show com a minutagem!00:00:00 Inicio00:07:11 Abertura 20th Century Fox00:07:41 Misirlou - Dick Dale (Pulp Fiction)00:10:22 Eyes of tiger - Survive (Rocky III)00:15:24 Pretty woman - Roy Orbison (Pretty Woman - Uma Linda Mulher)00:19:24 Take my breath away - Berlin (Top Gun - Ases Indomáveis)00:20:31 What I felling - Irene Cara (Flashdance - Em Ritmo de Embalo)00:22:26 The power of love - Huey Lewis and the News (Back To The Future - De Volta para o Futuro)00:29:50 (I've had) The time of my life - Bill Medley e Jennifer Warnes (Dirty Darcing - Ritmo Quente)00:33:45 Ghostbusters - Ray Parker Jr (Ghostbusters - Os Caça-Fantasmas)00:35:29 The Goonies 'r' good enough - Cyndi Lauper (The Goonies)00:38:35 The heat is on - Glenn Frey (Beverly Hills Cop - Um Tira da Pesada)00:44:06 Staying alive - Bee Gees (Saturday Night Fever - Os Embalos de Sábado à Noite)00:47:26 I will survive - Gloria Gaynor (The Adventures of Priscilla, Queen of the Desert - Priscilla, A Rainha do Deserto)00:54:03 Twist and shout - The Beatles (Ferris Bueller's Day Off - Curtindo a Vida Adoidado)00:56:10 La Bamba - Richie Valens (La Bamba)00:59:30 As sete vampiras - Leo Jaime (As Sete Vampiras)01:03:47 Bete Balanço - Barão Vermelho (Bete Balanço)01:07:32 Maluco beleza / Aluga-se / Como vovô já dizia / Al Capone / Sociedade Alternativa - Raul Seixas (O início, o fim e o meio)01:14:01 Ainda é cedo - Legião Urbana (Somos Tão Jovens)01:20:00 Tropa de Elite - Tihuana (Tropa de Elite)01:25:29 She's a maniac - Hall and Oates (Flashdance - Em Ritmo de Embalo)01:30:09 Walking on sunshine - Katrina and the Waves (Look Who's Talking - Olha Quem Está Falando)01:37:41 You're the one that I want - John Travolta e Olivia Newton-John (Grease - Nos Tempos da Brilhantina)01:41:45 Can't stop the feeling! - Justin Timberlake (Trolls)01:44:24 Happy - Pharrell Williams (Despicable Me - Meu Malvado Favorito)01:47:16 Footloose - Kenny Loggins (Footloose - Ritmo Louco)01:54:01 Rocket Man - Elton John (Rocketman)01:58:17 Unchained melody - The Righteous Brothers (Ghost - Do Outro Lado da Vida)02:06:07 My girl - The Temptations (My Girl - Meu Primeiro Amor)02:08:59 I Say A Little Prayer - Aretha Franklin (My Best Friend's Wedding - O Casamento do Meu Melhor Amigo)02:13:00 Sweet Home Alabama - Lynyrd Skynyrd (Con Air - A Rota da Fuga)02:17:03 She - Elvis Costello (filme: Um Lugar Chamado Nothing Hill)02:19:43 I don't wanna miss a thing - Aerosmith (Armagedom)02:22:43 Shallow - Bradley Cooper e Lady Gaga (A Star Is Born - Nasce uma Estrela)02:27:01 Iris - Goo Goo Dolls (filme: Cidade de Anjos)02:38:34 We Don't Need Another Hero - Tina Turner (Mad Max Beyond Thunderdome - Além da Cúpula do Trovão)02:43:53 Here I go again - Whitesnake (Rock of Ages)02:47:50 Iron Man - Black Sabbath (Iron Man - Homem de Ferro)02:53:02 Back in Black - AC/DC (Iron Man 2 - Homem de Ferro 2 /  Spider-Man: Far From Home- Homem Aranha: Longe de Casa)02:59:52 Live and let die - Paul McCartney (007 - Live and Let Die - Viva e Deixe Morrer)03:05:11 You could be mine - Guns N'Roses (Terminator T2 - O Exterminador do Futuro 2)03:10:55 Aniversariantes da Live03:16:59 Born to be wild - Steppenwolf (Sem Destino)#pop #rock #trilhasdefilmes #trilhasdecinema #cinema #soundtracks #filmes #anos80 #anos90 #80s #movies #trilhasonora #trilhassonoras #poprock #rocknacional #rockinternacional #flashback",Music
zS7hmZrIdjU,EXPERIMENTAMOS A PIZZA 'CHICAGO' [700 KCAL CADA FATIA!!],2021-07-17 20:30:02+00:00,UCtgsUppEvedWdZMSeQ5jTfg,Corbucci Vlogs,2021-07-27 00:00:00+00:00,265203,24774,187,426,Mais um dia nada normal nessa vida insana!Corbucci Eats: https://www.youtube.com/CorbucciEatsIvna Corbucci: https://www.youtube.com/IvnaCorbucciSigam-me nas minhas redes sociais!Instagram: @CorbucciEatsFacebook: CorbucciEatsTwitter: CorbucciEats#corbucci #vlog #pizza,Entertainment
SKrOhXuRfEI,O GRANDE DIA CHEGOU! ORGANIZAÇÃO DO NOSSO CHÁ REVELAÇÃO *terceira gravidez *,2021-04-03 14:33:03+00:00,UC3PGilZDRq6wzd7mURXET2g,Sara Kellen Mãe de dois,2021-04-13 00:00:00+00:00,513597,38138,1289,2482,"Oi minhas lindas e meus lindos.Espero que gostem desse vídeo, 💖💙E não esqueçam: deixe seu like no vídeo, se inscrevam no canal e nos sigam lá no Instagram: @sarakellenofficial (https://www.instagram.com/sarakellen_official/) e @willker28official (https://www.instagram.com/willker28official/ ).Ah e para quem não está inscrito corre lá no Canal do Willker    @Coisas da Roça        ? Inscreva-se e até o próximo vídeo!",People & Blogs
lBFgH1PYhyc,VENCEMOS O CORINTHIANS POR 5 A 1 E EU FIZ UM GOL! BASTIDORES E PÓS JOGO!,2020-10-19 22:48:45+00:00,UCebBpQvuEUCu6XerfCPmwpw,Diego Ribas,2020-10-26 00:00:00+00:00,603846,106562,1574,5016,"FALA, PESSOAL! BOM DIA! HOJE EU TRAGO UM POUCO DOS BASTIDORES DO JOGO DE ONTEM, QUE VENCEMOS POR 5 A 1, ONDE EU PUDE VOLTAR A MARCAR UM GOL! TEVE ATÉ DANCINHA PRO DAVI! CONFIRAM ESTE VÍDEO!Espero que vcs gostem e não se esqueçam de se inscrever no meu canal e ativar as notificações!Grupo no telegram: https://t.me/joinchat/AAAAAESegmC02zQs69hVcQSigam também nossos parceiros do youtube.com/barbaridadetv",Entertainment
2U6qEt3q0hA,Kyra se revela para Bia | Salve-se Quem Puder | Cap 89 - 25/06 | TV Globo,2021-06-25 17:00:04+00:00,UCEPRQVF6hxGGM9gi1ELaWHg,TV Globo,2021-07-05 00:00:00+00:00,529205,10917,207,492,"Kyra (Vitória Strada) vê pela televisão o campeonato no qual Tarantino (Daniel Rangel) irá se apresentar, e se desespera ao ver o nome de Bia (Valentina Bulc) entre os competidores e decide ir atrás da irmã e impedir que ela participe da competição. Assista à chamada do capítulo de hoje!Veja tudo de 'Salve-se Quem Puder' em:https://globoplay.globo.com/salve-se-quem-puder/t/FYST6Zg8kb/Se inscreva no canal e fique por dentro de tudo sobre a TV Globo:https://bit.ly/3cCEwFY​​ Nos acompanhe também em outras redes! Facebook: https://www.facebook.com/tvglobo​​Instagram: https://www.instagram.com/tvglobo​​Twitter: https://twitter.com/tvglobo​​Pinterest: https://br.pinterest.com/redeglobo​​ Visite também o nosso site:https://redeglobo.globo.com/​​​​#tvglobo #salvesequempuder #novela",Entertainment
KvVW_ER0t5E,LIGHTYEAR | Em junho | Trailer Oficial 2 Dublado,2022-04-28 18:17:41+00:00,UCunkR_ekffRWZppVa1E6tIA,Disney Brasil,2022-05-06 00:00:00+00:00,77670,3354,0,0,"Você já conhece o nome, agora, vai conhecer a história. 🚀✨#Lightyear da Disney e Pixar, em 16 de junho exclusivo nos cinemas.Site Oficial: https://disney.com.br/Facebook Disney Channel: https://www.facebook.com/DisneyChannelBrasil/Instagram Disney Channel: https://www.instagram.com/disneychannelbr/Facebook Disney Junior: https://www.facebook.com/DisneyJuniorBrasil/Instagram Disney Junior: https://www.instagram.com/disneyjuniorbr/Facebook Disney XD: https://www.facebook.com/DisneyXDBrasil/Facebook Mickey Mouse: https://www.facebook.com/mickeyeamigosbr/Instagram Mickey Mouse: https://www.instagram.com/mickeyeamigosbr/Facebook Disney Princesa: https://www.facebook.com/DisneyPrincesaBrasil/Instagram Disney Princesa: https://www.instagram.com/disneyprincesabrasil/Clique no botão INSCREVER-SE para ser avisado dos novos vídeos do Disney!",Film & Animation
OkIx-7-3BIw,EXTRA: A QUEDA DE GLORIA GROOVE,2021-10-12 16:10:39+00:00,UCLoL96fSeaLOen3mpDYeqtA,Gloria Groove,2021-10-17 00:00:00+00:00,107036,12883,88,824,A QUEDA DE GLORIA GROOVE,Music
bxaiTa9Fj8Q,Quando a barata voa | Soofia Trindade #humor #comedia #barata #viral #shorts,2022-03-19 01:08:46+00:00,UC7lzpCDztugFzFZ4D1lBiAA,Soofia Trindade,2022-03-22 00:00:00+00:00,508522,37419,0,278,== Shorts vídeos TODOS os dias ==Paz e humor sempre!== DEIXE SEU JOINHA E SE INSCREVA! ==É muuuito importante pra mim! Gratidão.Quer entrar em contato?comercial@wizzinfluencer.com.brMe acompanhe nas redes sociais!Instagram: http://instagram.com/soofia.trindade/​Tik Tok: http://tiktok.com/@soofia.trindade​Twitter: http://twitter.com/soofiatrindade​Kwai: https://s.kw.ai/u/27vXgiBk#Shorts​ #humor #nostalgico #engracado #comedia #funny,People & Blogs
wtVghkBAZp8,"Meus Amigos me Prenderam em 1 Bloco, então eu Fiz Vingança!",2022-05-29 13:00:33+00:00,UCrcBZDofBltcgGxphNia2tw,Problems,2022-06-02 00:00:00+00:00,2141278,74699,0,2644,"Meus Amigos me Prenderam em 1 Bloco, então eu Fiz Vingança!Meus Amigos me Prenderam em 1 Bloco, então eu Fiz Vingança! É tipo uma ideia ou um desafio como Minecraft, mas eu só posso tocar no verde,  ou Eu vou sobreviver?ENXADAHOST - Cupom: ProblemsMe siga:Discord: https://discord.gg/xjMHvGTsZnInstagram: https://www.instagram.com/problems_sr/Twitter: https://twitter.com/problemstrolTwitch: https://www.twitch.tv/problemstrolTiktok: https://www.tiktok.com/@problemssr",Music
7AlAYttGnAg,Teto - Fim de Semana no Rio 🧀💨,2022-03-31 00:00:12+00:00,UCoHV8LxUFKeIvifJsB3c7Ww,30PRAUM,2022-04-07 00:00:00+00:00,9546273,658032,0,25705,viagem marcada so com a ida•CONTATO•booking@30praum.com,Music
