id_video,titulo,dt_publicacao,id_canal,canal,dt_trending,cont_views,likes,dislikes,cont_comentarios,descricao,categoria
cii6ruuycQA,Olivia Rodrigo - deja vu (Official Video),2021-04-01 16:00:27+00:00,UCxE5jEls-T0QtlTHT8lI1lw,OliviaRodrigoVEVO,2021-04-12 00:00:00+00:00,27245543,1252955,25339,77123,"Listen to ‘deja vu’ out now: https://OliviaRodrigo.lnk.to/dejavu​ Pre-order the debut album *O*R: https://OliviaRodrigo.lnk.to/preorder​Co-starring - Talia Ryder Shop the deja vu collection: https://smarturl.it/oliviarodrigoshopDirector - Allie AvitalProduction Co. - SMUGGLER x north of now Executive Producer - Elizabeth DoonanCreative Producer - Daniel YaroProducer - Matisse GaillardAssistant Director - Lynna BaculoCinematography - Logan TriplettSteadicam - Renard Cheren Gaffer - Cole PisanoGrip - Colin Stoye Art Director - Jake TremblayProduction Designer - Natalia Brito Editor - Lindsey NadolskiColorist - Kaitlyn BattistelliVFX - B.Art VFXFollow Olivia Rodrigo:Instagram: https://instagram.com/oliviarodrigo​​​Twitter: https://twitter.com/Olivia_Rodrigo​​​Facebook: https://www.facebook.com/OliviaRodrigoOfficialYouTube: https://youtube.com/oliviarodrigomusic​​​TikTok: https://tiktok.com/@livbedumb​​​Store: https://smarturl.it/oliviarodrigoshopMusic video by Olivia Rodrigo performing deja vu. © 2021 Olivia Rodrigo, under exclusive license to Geffen Recordshttp://vevo.ly/6wgmhZ",Music
NDX7FbESEEQ,SÃO PAULO 0 x 1 FORTALEZA| MELHORES MOMENTOS | 12ª RODADA BRASILEIRÃO 2021 | ge.globo,2021-07-17 22:16:37+00:00,UCgCKagVhzGnZcuP9bSMgMCg,ge,2021-07-19 00:00:00+00:00,778528,23979,612,2311,"Fortaleza bate o São Paulo no Morumbi. Leão engata a terceira vitória seguida e complica o Tricolor paulista em jogo marcado por crise convulsiva de integrante da comissão técnica do time paulista.🌟 Confira todos os Melhores Momentos com mais replays em ge.globo: https://ge.globo.com/sp/futebol/brasileirao-serie-a/jogo/17-07-2021/sao-paulo-fortaleza.ghtml#SaoPaulo #Fortaleza #Brasileirao2021______________________________________✅ INSCREVA-SE NO CANAL GE:  https://cutt.ly/xfHlwBk👍 Curtiu o vídeo? Deixe seu like e dê seu pitaco 😎⚽ 🌟 Playlists pra você maratonar 🌟 ► Bola Quadrada:  https://cutt.ly/IfHk7ra ► BMFC: https://cutt.ly/gfHk5bH►Humor no GE: https://cutt.ly/HfHk6SY►Jogos Históricos: https://cutt.ly/BkxoZJX► Listas e TOPs: https://cutt.ly/hkxo51U► Originais GE: https://cutt.ly/vkxpunL► Melhores Momentos do Brasileirão:  https://cutt.ly/NfHk9TS► Melhores Copa do Brasil: https://cutt.ly/LfHk3Di► Gols Série B: https://cutt.ly/LfHk84c✅ Inscreva-se, também, no canal do CARTOLA FC e fique por dentro das melhores dicas do maior fantasy game do Brasil - https://cutt.ly/ffV1Xri______________________________________  No canal ge você encontra os melhores conteúdos do FUTEBOL BRASILEIRO! 🤙😎",Sports
z6I-uZnu-3I,Congonhas: Barragem de rejeitos tira o sono de moradores- Jornal Minas,2022-01-13 13:08:19+00:00,UCvmjnRirYcvH60tuOGTAE6A,Jornal Minas,2022-01-20 00:00:00+00:00,170762,1906,0,125,"Em Congonhas, na região central de Minas, moradores também sofrem comas consequências dos últimos temporais. Mas o que a população mais teme é o rompimento da barragem de rejeitos da Companhia CSN.#JornalMinas #RedeMinas #Barragem #Congonhas ------------------------------------------Veja mais do Jornal MinasSite - http://redeminas.tv/jornalminasFacebook - http://facebook.com/jornalminasYouTube - http://youtube.com/jornalminastvVeja mais da Rede MinasSite - http://redeminas.tvFacebook - http://facebook.com/redeminas.tvTwitter - http://twitter.com/redeminasInstagram - http://instagram.com/redeminastvYouTube - http://youtube.com/redeminasO Jornal Minas cobre os fatos que mais se destacam no Estado, com entrevistas ao vivo, opinião de especialistas e reportagens especiais. Temas como direito do cidadão, sustentabilidade, trabalho, economia, futebol mineiro e a agenda cultural, tratados de maneira dinâmica e responsável.",News & Politics
vx8myzXw8cA,Como é VOAR NO CAÇA DA MARINHA DO BRASIL A-4 Skyhawk,2021-10-03 13:15:02+00:00,UC32z4mtyiq02Ge-XWy78ibw,Aero Por Trás da Aviação,2021-10-08 00:00:00+00:00,356313,42056,195,1602,"✈✈ Loja do Aero: https://bit.ly/loja_aero✈ Seja Membro do Canal: http://bit.ly/membroaero✈ Se inscreva: http://bit.ly/inscritoaero✈ Instagram: @programaaero✈ Facebook: https://www.facebook.com/aeroportrasdaaviacao✈ Conheça nosso canal de viagem Sonho e Destino: http://bit.ly/2gOV1la✈ Conheça nosso curso online de aviação: http://aerohelps.com.brQuando falamos da Marinha do Brasil normalmente vamos lembrar de navios e submarinos. Mas a Marinha também opera com helicópteros e aviões. Fomos até a base aeronaval da marinha para ver como é voar no caça Douglas A-4 Skyhawk. Tive minha primeira experiência voando em um caça com motor turbojato no primeiro esquadrão de asa fixa da marinha, o AF-1, também conhecido como Esquadrão Falcão. Nesse vídeo você vai acompanhar como foi esse voo incrível. Conteúdo:00:00 - Introdução01:10 - Assento ejetável03:11 - A Marinha do Brasil05:24 - Preparação para o voo06:24 - O voo do caça A-410:47 - Pouso em porta aviões16:53 - EncerramentoEquipe Aero:Apresentação e Direção: Fernando De BortholeCâmeras: Vinicius Lucas e Guilherme StopaProdução: Luiza MungoProdução Executiva: Gisella Depiné PoffoEdição e finalização: Guilherme Stopa e Fernando De BortholeO canal Aero, Por Trás da Aviação tem o objetivo de desmistificar o universo da aviação, de forma leve e descontraída, para aproximar o público dessa área tão curiosa.Todos os protocolos de segurança sanitária foram seguidos para a gravação desse vídeo, conforme exigido pela Marinha do Brasil. As duas pessoas que aparecem no vídeo foram testadas para COVID e ambas já tomaram as duas doses da vacina.",Entertainment
Q-JBQGe5Zhw,Se Liga Na Educação - Matemática - 26/08/20,2020-08-26 16:26:00+00:00,UCXV8LznurdAhfXk660O27uA,Rede Minas,2020-08-31 00:00:00+00:00,62755,3116,566,359,"Após as aulas, os vídeos estarão disponíveis no canal: https://www.youtube.com/channel/UCTAE3t96gJbgn1K-0yaPV2Q O Programa Se Liga na Educação é uma iniciativa da Secretaria de Estado de Educação, apoiada pela Rede Minas e é parte do Regime de Estudo Não Presencial. Vai exibir aulas com conteúdos dos diferentes componentes curriculares, divididos por grupos de disciplinas e voltadas para cada ano de escolaridade. O objetivo é levar conteúdos escolares aos alunos da rede pública, neste momento em que as atividades presenciais estão suspensas e as escolas fechadas por causa da pandemia do coronavírus.  https://estudeemcasa.educacao.mg.gov.br/se-liga-na-educacaoHorárioVai ao ar de 7h30 a 12h30, de segunda a sexta-feira.As aulas são posteriormente disponibilizadas separadamente no aplicativo Conexão Escola e no canal do YouTube da Secretaria de Estado de Educação (http://youtube.com/estudioeducacaomg).------------------------------------------Inscreva-se: http://bit.ly/redeminasyoutube------------------------------------------App: http://bit.ly/appRedeMinas (Google Play)------------------------------------------Veja mais da Rede MinasSite - http://redeminas.tvFacebook - http://facebook.com/redeminas.tvTwitter - http://twitter.com/redeminasInstagram - http://instagram.com/redeminastvYouTube - http://youtube.com/redeminas",Education
_UWZfHU2Ohk,Ludmilla e Xamã - Gato Siamês,2021-04-16 15:06:11+00:00,UCSCB1IQUmNa8Gn5VfSUAUpg,Ludmilla,2021-04-25 00:00:00+00:00,3465778,162130,3181,13000,"#Ludmilla #Xamã #GatoSiamesDiretor: João MonteiroMe siga nas redes:http://www.instagram.com/ludmillahttp://www.twitter.com/ludmillahttp://www.facebook.com/oficialludmillahttp://www.tiktok.com/@ludmillaSiga Xamã nas redes:http://www.instagram.com/euxamahttp://www.twitter.com/xamaoficialhttp://www.facebook.com/xamamc http://www.tiktok.com/@euxama44Letra:Ludmilla e Xamã - Gato SiamêsComposição: Ludmilla e XamãVou te avisar Você corre perigo Deitado na minha cama Sexo comigo é incrível Pulou pro sofá Com cara de quem quer continuar Acende a blunt Assume o volante Vai me chama pra fumar Tá tudo bem Te deixo me fazer de refém Mas jogo limpo contigo Sabe que só é mais um no meu harém Não quero cometer Esse crime de novo Te fazer sofrer, te fazer chorar E você reclamando com o povoEu já conheço esse filme E você também Mas eu sou o problema Que te faz sentir tão bem Então vem Como um gato siamês Pagando o ingresso mais caro Só pra chorar outra vez A gente se usa por hoje Eu tô de volta daqui a um mêsJá vou te avisar Se pá eu te odeio, te amo, te beijo e te vejo blefando pra nós Valeu por tentar Mas hoje tem papo de 30 sentando Mas, eu ouço sua voz me chamando mais Eu ouço sua voz Louca, louca Tô passando mal Faz um boca a boca Porra Tu é fenomenal Nossa vibe é outra Só não vem de garfo que hoje a janta é sopa Opa, ela quer me mal Eu sou todo errado Minhas ideias é pouca Louca, ela quer meu Toda apaixonada Que mania escrota To love me Vivo entre hotéis e lofts Lágrimas, troféus nos móveis Seus olhos, todos os santos, todas as estrelas, quase todos os OVNIs Eu não te amo, isso é lógico Eu tô blefando, isso é óbvio Malak beat neuróticoVou te avisar Você corre perigo Deitado na minha cama Sexo comigo é incrívelTu brinca demais Desculpa, mas hoje eu não tenho um bom plano Só um vinho maldito, um piano pra nósTá tudo bem Te deixo me fazer de refém Mas jogo limpo contigo Sabe que é só mais um no meu harémQuanto tempo faz Não sei se são meses ou são anos que eu Cai no baile do cigano Você me amou por engano",Music
0DAgrOCY13o,Problema resolvido! #shorts,2021-10-26 22:19:35+00:00,UCACXj9qXlodfBqVO4h0WAfQ,lkda9ofc,2021-11-01 00:00:00+00:00,1346794,106153,3349,314,,Comedy
4p9bs8Loxuw,Neymar: O Caos Perfeito | Teaser Oficial | Netflix,2021-12-14 13:00:00+00:00,UCc1l5mTmAv2GC_PXrBpqyKQ,Netflix Brasil,2021-12-20 00:00:00+00:00,301960,22516,0,842,"Um dos atletas mais famosos e bem pagos da história como você nunca viu antes. Neymar é um herói em campo e uma figura polêmica fora. Esta série documental em três partes, dirigida por David Charles Rodrigues, mostra o lado pessoal do astro do futebol, acompanha sua ascensão à fama no Santos, seus dias de glória no FC Barcelona e a montanha-russa com a Seleção Brasileira e o Paris Saint Germain. O documentário também revela a máquina de marketing por trás do jogador, comandada pelo seu pai. Repleta de estrelas, a série traz ainda entrevistas com Beckham, Messi, Mbappé e muitas outras lendas, que avaliam o lugar de Neymar na história do esporte.Inscreva-se: https://bit.ly/31ynwtwSobre a Netflix:A Netflix é o principal serviço de entretenimento por streaming do mundo. São 214 milhões de assinaturas pagas em mais de 190 países com acesso a séries, documentários e filmes de diversos gêneros e idiomas. Quem assina a Netflix pode assistir a quantos filmes e séries quiser, quando e onde quiser, em praticamente qualquer tela com conexão à internet. Assinantes podem assistir, pausar e voltar a assistir a um título sem comerciais e sem compromisso. Neymar: O Caos Perfeito | Teaser Oficial | Netflixhttps://youtube.com/NetflixBrasilAclamado e criticado no mundo todo, Neymar compartilha os altos e baixos de sua vida pessoal e da brilhante carreira no futebol.",Entertainment
SzuKfQfM1vc,IMERSÃO VISIONÁRIA #1 Como PARAR DE PERDER DINHEIRO e APROVEITAR AS OPORTUNIDADES HOJE,2021-07-08 00:25:00+00:00,UC8mDF5mWNGE-Kpfcvnn0bUg,Me poupe!,2021-07-11 00:00:00+00:00,410476,48015,527,1431,"Pra ver as próximas aulas da IMERSÃO VISIONÁRIA com a Nath pra aprender a investir como gente grande! Inscreva-se de graça: https://bit.ly/3xpkV43Último ano da Jornada com a Nath: Lista de espera para o curso completo aqui 👉https://bit.ly/3hDpCRgEntre no grupo do Telegram Exclusivo da Nath:  https://t.me/jornadadadesfudenciaAI QUE FESTA DAS OPORTUNIDADES!Na primeira aula da IMERSÃO VISIONÁRIA, vou revelar como AS OPORTUNIDADES DE GANHAR MAIS DINHEIRO aparecem na sua vida e vou te ensinar a COMO AGARRÁ-LAS O MAIS RÁPIDO POSSÍVEL!Você já parou pra pensar em quantas vezes uma OPORTUNIDADE DE OURO passou por você e, por não saber como aproveitá-la, você acabou deixando ela ir embora?Depois desta aula eu garanto que você vai começar a ENXERGAR OS INVESTIMENTOS EM RENDA FIXA E RENDA VARIÁVEL por uma nova ótica: uma ótica que vai te permitir GANHAR MUITO MAIS DINHEIRO de formas que você nem imagina que são possíveis!",People & Blogs
Auzs95InJzo,VIKINGS Final Season – Official Trailer | Amazon Prime Video,2020-12-02 14:00:02+00:00,UCQJWtTnAHhEG5w4uN0udnUQ,Amazon Prime Video,2020-12-10 00:00:00+00:00,2763190,79051,945,6345,"Ragnarök: Twilight of the Gods. No one escapes their fate.» Watch #Vikings now exclusively with your Prime Membership: https://bit.ly/VikingsPrimeVideo» SUBSCRIBE: http://www.youtube.com/channel/UCwSIJ...About Vikings: Vikings follows the adventures of Ragnar Lothbrok the greatest hero of his age. The series tells the sagas of Ragnar's band of Viking brothers and his family, as he rises to become King of the Viking tribes. As well as being a fearless warrior, Ragnar embodies the Norse traditions of devotion to the gods, legend has it that he was a direct descendant of Odin, the god of war and warriors.Get More Prime Video: Watch More: http://bit.ly/WatchPrimeVideoUKNowFacebook: http://bit.ly/PrimeVideoUKFacebookTwitter: http://bit.ly/PrimeVideoUKTwitterInstagram: http://bit.ly/PrimeVideoUKInstagramAbout Prime Video:Want to watch it now? We've got it. This week's newest movies, last night's TV shows, classic favorites, and more are available to stream instantly, plus all your videos are stored in Your Video Library. Over 150,000 movies and TV episodes, including thousands for Amazon Prime members at no additional cost.VIKINGS Final Season – Official Trailer | Amazon Prime Videohttps://youtu.be/Auzs95InJzoPrime Videohttps://www.youtube.com/c/primevideouk",Entertainment
